,abstract_id,line_id,abstract_text,line_number,total_lines,target
79851,25443996,25443996_0_12,To investigate the impact of a 12-week exercise programme in addition to usual care for post-traumatic stress disorder ( PTSD ) .,0,12,OBJECTIVE
87983,24912062,24912062_7_11,"No direct effect of IPS on mental health , self-esteem or quality of life was found .",7,11,RESULTS
174490,25333885,25333885_8_10,MBCT as a public mental health intervention for adults with mild to moderate depressive symptoms seems effective and applicable in a natural setting .,8,10,CONCLUSIONS
137179,25680558,25680558_15_17,"We do not recommend trabectedin discontinuation in patients with advanced , doxorubicin-refractory soft-tissue sarcoma who have not progressed after six cycles of treatment .",15,17,CONCLUSIONS
97077,25468896,25468896_9_12,Daily supplementation with L+Z resulted in significant increase in serum levels and MPOD and improvements in chromatic contrast and recovery from photostress .,9,12,CONCLUSIONS
47863,25030779,25030779_12_13,This trial was registered at clinicaltrials.gov as NCT01070238 .,12,13,CONCLUSIONS
4266,25639126,25639126_1_10,"To assess the effect of short-term nutrition education on weight gain in the third trimester of pregnancy , birth outcomes , and breastfeeding .",1,10,OBJECTIVE
113208,25785969,25785969_3_9,"In the per-protocol analysis of first episodes of infections due to vaccine-type strains , community-acquired pneumonia occurred in 49 persons in the PCV13 group and 90 persons in the placebo group ( vaccine efficacy , 45.6 % ; 95.2 % confidence interval [ CI ] , 21.8 to 62.5 ) , nonbacteremic and noninvasive community-acquired pneumonia occurred in 33 persons in the PCV13 group and 60 persons in the placebo group ( vaccine efficacy , 45.0 % ; 95.2 % CI , 14.2 to 65.3 ) , and invasive pneumococcal disease occurred in 7 persons in the PCV13 group and 28 persons in the placebo group ( vaccine efficacy , 75.0 % ; 95 % CI , 41.4 to 90.8 ) .",3,9,RESULTS
11230,25760554,25760554_5_11,"Mean relative lightness index ( RL * I ) of the combined treatment side was lowered throughout the study period , with the maximal improvement of 52.3 % reduction at the fourth week follow-up ( p = .023 ) .",5,11,RESULTS
54204,24606877,24606877_7_13,"We compared , using Chi Square statistics , both the questionnaire response rates and the number of health professionals likely to be influenced by the opinion leaders ( i.e. the `` coverage '' rates ) for both questionnaire conditions .",7,13,METHODS
69939,25511777,25511777_6_16,"Subsequently , the inhibitory effect of aPDT on dental plaque formation was investigated in eleven subjects as a clinical pilot study .",6,16,METHODS
37097,24580983,24580983_9_10,National Clinical Trials Number NCT01921842 .,9,10,BACKGROUND
37501,25344589,25344589_2_9,A prospective crossover pilot study ( n = 10 ) was conducted in which patients were randomized into either of 2 groups with 6 weeks of regular diet ( R ) or 6 weeks of a low salicylate diet ( LS ) .,2,9,METHODS
146230,24448936,24448936_1_7,"Within the context of a randomized controlled trial performed in a peri-urban community of limited resources located in Iquitos in the Peruvian Amazon , stool specimens were collected from Grade 5 schoolchildren in 18 schools and analysed for STH prevalence and intensity .",1,7,METHODS
49227,24440672,24440672_9_14,"Budesonide significantly improved stool consistency and mucosal histology , and alleviated abdominal pain .",9,14,RESULTS
172547,25837277,25837277_0_10,We performed a proof of concept trial to evaluate relative safety and efficacy of Rhodiola rosea ( R. rosea ) versus sertraline for mild to moderate major depressive disorder .,0,10,BACKGROUND
134995,25475110,25475110_6_10,The observed 15-year number needed to treat to prevent one event among women 65years was 29 ( 95 % CI 12 to 102 ) .,6,10,RESULTS
27735,24733880,24733880_6_12,"Annual sexual assault rates decreased from 17.9 / 100 person-years at baseline to 11.1 at follow-up ( rate ratio = 1.61 ; 95 % confidence interval [ CI ] , 1.26-1 .86 ; P < .001 ) ; there was no significant change in the SOC group ( 14.3 to 14.0 , rate ratio = 1.02 ; 95 % CI , 0.67-1 .57 , P = .92 ) .",6,12,RESULTS
89766,25146513,25146513_3_9,"At the study endpoint , no statistical difference was found in the mean percent change from baseline for LDL-C with -8.69 % [ from ( 3.504 0.060 ) mmol/L to ( 3.153 0.065 ) mmol/L ] in the fluvastatin XL group and -7.89 % [ from ( 3.491 0.050 ) mmol/L to ( 3.181 0.060 ) mmol/L ] in the fluvastatin IR group ( P > 0.05 ) .",3,9,RESULTS
153001,24503402,24503402_4_7,"No difference was found between the two groups in the rate of MACE during hospitalization , at week 2 and week 4 weeks after discharge .",4,7,RESULTS
103753,25595236,25595236_4_13,"A sample of pediatricians ( n = 216 ) completed a Web-enabled , discrete choice experiment survey in which respondents chose between pairs of hypothetical vaccines in a series of trade-off questions .",4,13,METHODS
157272,25086593,25086593_5_14,"In this randomized controlled trial situated in the primary care setting , 102 patients with mild to moderate airflow obstruction ( FEV1 50 % of predicted ) , dyspnoea and a physically inactive lifestyle will be randomized to an intervention or control group .",5,14,METHODS
28956,25790846,25790846_5_9,The short diameter of group B patients was significantly greater than that of group A patients ( p = 0.029 ) .,5,9,RESULTS
23587,25607903,25607903_3_11,Secondary objectives included an assessment of the product 's effects on the appearance of rhytides and roughness .,3,11,OBJECTIVE
145233,25455116,25455116_10_17,"At preventive visits , the clinician intervention increased captured opportunities by 9 percentage points for HPV-1 and 6 percentage points for HPV-3 ( p0 .01 ) , but not HPV-2 .",10,17,RESULTS
102435,25282563,25282563_14_15,"If confirmed in larger trials , emollient therapy from birth would be a simple and low-cost intervention that could reduce the global burden of allergic diseases .",14,15,CONCLUSIONS
114650,25267796,25267796_7_11,"Of the 503 T2DM participants ( mean age , 62 years ) with successful baseline and 40-month brain MRI , 28 had at least one HA episode during the 40-month follow-up .",7,11,RESULTS
172459,24881806,24881806_11_14,"The only difference noted was when comparing the children without previous treatment in the groups : a significantly higher proportion were completely dry in the TENS group ( 12/18 [ 71 % ] versus 10/22 [ 48 % ] , p = 0.05 ) .",11,14,RESULTS
102595,25648969,25648969_10_12,"In addition , the amount of supplementary analgesic administered was not significantly different between the groups ( P > .05 ) .",10,12,RESULTS
98054,25088637,25088637_5_12,"Aqueous cells in the anterior chamber , distance visual acuities , and subjective manifest refraction were also evaluated at each visit .",5,12,METHODS
165678,26080338,26080338_3_20,The trial enrolled 530 patients aged 18 to 60 years with uncomplicated acute appendicitis confirmed by a CT scan .,3,20,METHODS
32349,24685369,24685369_4_15,"We defined success if primary feasibility objectives ( safety and efficacy ) as well as secondary feasibility objectives ( recruitment rates , compliance , completion , treatment blinding , personnel resources and sample size calculation for the clinical trial ) could be matched .",4,15,METHODS
155254,24519922,24519922_0_12,"To compare the effects of body weight-supported treadmill training and overground walking training when matched for task and dose ( duration/frequency/intensity ) on improving walking function , activity , and participation after stroke .",0,12,OBJECTIVE
3332,25681312,25681312_12_16,Outcomes from the primary manuscript will be disseminated through publications in academic journals and presentations at relevant orthopaedic conferences .,12,16,RESULTS
169879,25433006,25433006_1_12,"Temocillin , which resists most - lactamases , may be a useful alternative .",1,12,OBJECTIVE
25894,25605690,25605690_1_12,Randomized clinical trial .,1,12,METHODS
77114,24799602,24799602_2_9,"The primary outcome ( WHO stage 3/4 disease or death within 96 weeks of cART initiation ) was met by 192 cases , and 152 and 29 cases met secondary outcomes of virologic and immunologic failure .",2,9,METHODS
118731,24770624,24770624_4_12,"Behavioral and EEG data were obtained from 14 healthy volunteers during execution of a speeded choice-reaction-time task after administration of ethanol , MDMA , and combined ethanol and MDMA , in a double-blind , placebo-controlled , randomized crossover design .",4,12,METHODS
70190,25958769,25958769_1_15,Multi-method randomised control trial ( RCT ) .,1,15,METHODS
8700,24347384,24347384_2_12,"Both trials recruited previously untreated patients with clear cell mRCC with an Eastern Cooperative Oncology Group performance status of 0 to 2 ; adequate bone marrow , hepatic , cardiac , and renal function ; and controlled blood pressure .",2,12,METHODS
47843,24553032,24553032_2_10,This prospective randomize study involved a consecutive sampling of children between 1-5 year old who were presented to the ED with painful pronation .,2,10,METHODS
16300,24712855,24712855_2_16,"Our service developed a novel separated model of family-based treatment , parent-focused treatment , and is undertaking a randomised controlled trial to compare parent-focused treatment to conjoint family-based treatment .",2,16,BACKGROUND
115279,25037988,25037988_6_16,"The primary endpoint was the composite of death , myocardial infarction , stent thrombosis , stroke , or urgent revascularisation , analysed by intention to treat .",6,16,METHODS
117402,25098068,25098068_4_15,"This randomised controlled trial was carried out in the Department of General Surgery , Ayub Teaching Hospital , Abbottabad from January to December 2011 .",4,15,METHODS
158733,24384083,24384083_5_18,A secondary goal was to examine real-world subjective impressions of the Tandem 16 BICROS compared to unaided .,5,18,OBJECTIVE
72774,24521036,24521036_9_11,Self-reported craving for opioids was modestly associated with subsequent relapse to opioid use among a cohort of patients treated with buprenorphine .,9,11,CONCLUSIONS
80131,25593485,25593485_0_13,"To assess the long-term effects of physical activity on irritable bowel syndrome ( IBS ) symptoms and on quality of life , fatigue , depression and anxiety .",0,13,OBJECTIVE
37948,24597534,24597534_6_16,"In addition , 50 subjects with fibromyalgia will be included.Primary outcome is : ( 1 ) sitting time using the activPAL device and the Marshall questionnaire .",6,16,METHODS
149087,24650850,24650850_7_18,"In the training cohort , 12 preoperative factors were investigated using Cox proportional hazard models .",7,18,METHODS
133415,24251428,24251428_7_15,The baseline patient demographics and stone characteristics were similar in both groups .,7,15,RESULTS
125930,24398815,24398815_12_13,"To evaluate the benefits from a patient-centred perspective , studies of major ambulatory surgeries or of patients in chronic pain , including oncologic and non-oncologic pain resistant to treatment , are necessary .",12,13,CONCLUSIONS
51288,25001947,25001947_12_18,"Neurophysiological and structural markers of change , using magnetic resonance imaging techniques and transcranial magnetic stimulation , will also be investigated .",12,18,METHODS
140877,24997093,24997093_1_14,"The primary objective of this trial was to evaluate the efficacy and safety of two maintenance doses of immunologically enhanced , standardised quality ( SQ + ) grass subcutaneous immunotherapy ( SCIT ) [ 4,000 SQ + and 15,000 SQ + ; AVANZ ( ) Phleum pratense ( ALK ) ] compared with placebo .",1,14,OBJECTIVE
81829,24453078,24453078_1_15,"In this randomized , double-blind , placebo-controlled study , patients received 2 ofatumumab infusions ( 100 mg , 300 mg , or 700 mg ) or placebo 2 weeks apart .",1,15,METHODS
74564,24393134,24393134_11_15,UMEC was rapidly absorbed following inhaled dosing and eliminated from plasma .,11,15,RESULTS
58916,24561644,24561644_15_17,Further studies are warranted to evaluate the clinical implications of these findings .,15,17,CONCLUSIONS
17830,24287674,24287674_11_16,"In addition , older age , gender , fracture times , location of original fracture segment , the amount of cement , cement leakage , operation modality ( PVP or PKP ) , and initial number of OVCFs were documented , but these were not the influencing factors in this study ( p > 0.05 ) .",11,16,RESULTS
111492,24373641,24373641_7_14,Six subjects were included in each group .,7,14,RESULTS
106063,25931463,25931463_9_12,No differences were observed between men and women .,9,12,RESULTS
36481,24652170,24652170_1_12,This situation can be prevented through food fortification .,1,12,BACKGROUND
81945,25539349,25539349_8_13,"The AlloDerm and DermaMatrix groups had similar rates of complications ( 33.6 percent versus 38.8 percent ; p = 0.52 ) , consisting mostly of skin necrosis ( 17.8 percent versus 21.4 percent ; p = 0.66 ) and infections ( 13.9 percent versus 16.3 percent ; p = 0.29 ) , both of which led to tissue expander losses ( 5 percent versus 11.2 percent ; p = 0.11 ) .",8,13,RESULTS
